,name,Action,Adventure,Casual,Horror,Multiplayer,Racing,RPG,Simulation,Sport,Strategy,firstReleaseDate,earlyAccess,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamUrl
0, Magic pal and great,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-10-19,False,15,6.99,404.0,1.17248132676476,67,Hobbyist,神奇伙伴与大圣,神奇伙伴与大圣,https://store.steampowered.com/app/3203600
1, Promise with My Sister,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2024-05-09,False,424,8.99,2496.0,5.080301394173167,88,Hobbyist,Carnival Pepper,Carnival Pepper,https://store.steampowered.com/app/2843130
2,"""Otherworldly: Beginning of the Rift"" Pre-Alpha",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-09-16,True,325,0.0,0.0,1.45355552489959,73,Hobbyist,Good Face Team,Good Face Team,https://store.steampowered.com/app/3165610
3,#!/bin/bash,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-27,False,1,1.99,1.0,7.766029729143747,31,Hobbyist,High on Caffeine,High on Caffeine,https://store.steampowered.com/app/2983840
4,#BLUD,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-06-18,False,6471,24.99,135220.0,10.57716392446913,77,AA,Humble Games,Exit 73 Studios,https://store.steampowered.com/app/1921480
5,#DRIVE Rally,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2024-09-25,True,4662,19.99,73294.0,6.013607287331054,85,Indie,Pixel Perfect Dude,Pixel Perfect Dude,https://store.steampowered.com/app/2494780
6,(Neg)Entropic Wandering,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-19,False,369,0.0,0.0,0.0,0,Hobbyist,Ryan Nein,Ryan Nein,https://store.steampowered.com/app/3084790
7,+1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-11-05,False,102,2.99,256.0,5.140357314106722,67,Hobbyist,IdleClick Games,IdleClick Games,https://store.steampowered.com/app/3292540
8,+1x2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-03-21,False,115,2.99,198.0,15.891948508257984,75,Hobbyist,roflinka games,roflinka games,https://store.steampowered.com/app/2876140
9,-HOME- Survival,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-12,True,73,8.99,548.0,8.192539547299525,67,Hobbyist,Eigen-Kreationen Game Studios,Eigen-Kreationen Game Studios,https://store.steampowered.com/app/1833060
10,.Decluster & .Decluster Zero,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-07,False,51,8.99,389.0,11.802504526987793,100,Indie,Masayuki Ito,Masayuki Ito,https://store.steampowered.com/app/3088370
11,.Forty-Five,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-03-24,False,54752,0.0,0.0,5.452573593375051,0,Hobbyist,Microwave Studios,Microwave Studios,https://store.steampowered.com/app/2691350
12,.redruM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-10-17,False,263,4.99,1505.0,1.6117986126720534,81,Hobbyist,Paul Alex M Samaniego,Paul Alex M Samaniego,https://store.steampowered.com/app/3197050
13,0101,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-13,False,1217,0.0,0.0,7.461186473620428,75,Hobbyist,edybtt Studios,edybtt Studios,https://store.steampowered.com/app/2930280
14,0927,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-29,False,1,6.99,6.0,0.0,0,Hobbyist,yjkc,yjkc,https://store.steampowered.com/app/3164120
15,0th floor. - The cursed elevator to floor zero -,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-04-03,False,396,4.99,1411.0,4.395111800269217,67,Hobbyist,Half/Phai,Half/Phai,https://store.steampowered.com/app/2885400
16,1 Trait Escape,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-07,False,1396,12.99,13426.0,16.699621099949436,97,Indie,"1 Trait Danger,Matador Records","Andrew Katz,Jeremy Collette",https://store.steampowered.com/app/2149630
17,1 to 1 humanoid edible toys,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-08-07,False,27723,7.99,185073.0,0.0,95,Indie,无,"汉谟拉比炒面,我的屁是香哒",https://store.steampowered.com/app/2976720
18,1-Bit Explorer,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-12-20,False,95,0.0,0.0,2.0804083892558687,100,Hobbyist,Fiddleling,Fiddleling,https://store.steampowered.com/app/3359690
19,1/8192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-22,False,8602,2.99,22745.0,6.647700885850098,85,Indie,YonGame,YonGame,https://store.steampowered.com/app/3014150
20,10 Dead Doves,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-13,False,968,24.99,18000.0,6.509067564024995,97,Indie,Duonix Studios,"Duonix Studios,Mark Byram II,Sean-Michael Millard",https://store.steampowered.com/app/1564540
21,100 ANIMALS ON AN ISLAND,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-27,False,1732,0.0,0.0,6.799316464199886,91,Hobbyist,KaiserGames,KaiserGames,https://store.steampowered.com/app/3209400
22,100 Aliens Cats,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-06-09,False,66142,0.0,693.0,0.0,95,Indie,100 Cozy Games,100 Cozy Games,https://store.steampowered.com/app/2845270
23,100 Capitalist Cats,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-01-21,False,344254,0.0,10507.0,0.0,97,Indie,100 Cozy Games,100 Hidden Animals,https://store.steampowered.com/app/2743080
24,100 Cats Berlin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-27,False,466,0.99,354.0,0.1055166666666666,90,Hobbyist,100 Cats,100 Cats,https://store.steampowered.com/app/2791650
25,100 Cats Mexico,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-22,False,284,0.99,209.0,0.3007227695045959,84,Hobbyist,100 Cats,100 Cats,https://store.steampowered.com/app/2784250
26,100 Cats New York,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-27,False,17023,0.0,69.0,0.2265152817170349,99,Hobbyist,100 Cats,100 Cats,https://store.steampowered.com/app/2782380
27,100 Cats Singapore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-01,False,261,0.99,177.0,0.1061240267242162,92,Hobbyist,100 Cats,100 Cats,https://store.steampowered.com/app/2800300
28,100 Dino Cats,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2024-02-26,False,246565,0.0,5807.0,0.2506199135488717,95,Indie,100 Cozy Games,100 Cozy Games,https://store.steampowered.com/app/2803000
29,100 Dogs,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-13,False,88,3.99,316.0,2.8310204104319885,80,Hobbyist,Angel,Angel,https://store.steampowered.com/app/3048670
30,100 Doors Escape - Let me In!,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-28,False,78,9.99,577.0,19.99504574676285,100,Indie,Peaksel,Peaksel,https://store.steampowered.com/app/2812900
31,100 Funny Cats,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-04-01,False,169443,0.0,2793.0,0.4492815336814532,98,Indie,100 Cozy Games,100 Cozy Games,https://store.steampowered.com/app/2881230
32,100 Hidden Cats in China,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-25,False,50,0.99,44.0,0.2245825957900518,9,Hobbyist,ms,ms,https://store.steampowered.com/app/2745620
33,100 Hidden Kooky & Hiking Boots,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-24,False,305,1.99,447.0,1.0577873770039472,96,Hobbyist,Roshan Nowshad,Roshan Nowshad,https://store.steampowered.com/app/3245740
34,100 Hidden Kooky - Sand & Sun,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-07,False,767,1.5,735.0,0.4977993678876418,98,Hobbyist,Roshan Nowshad,Roshan Nowshad,https://store.steampowered.com/app/2746760
35,100 Hiddensaurs,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-08,False,2196,0.0,0.0,6.427651888681193,74,Hobbyist,GUNTER GAMES,GUNTER GAMES,https://store.steampowered.com/app/3043330
36,100 Istanbul Cats,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2024-05-17,False,325471,0.0,1536.0,0.2564436748248322,80,Indie,100 Cozy Games,100 Cozy Games,https://store.steampowered.com/app/2845250
37,100 KILLS CHALLENGE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-04-15,False,63,2.99,176.0,0.5675699002634291,45,Hobbyist,Kane Entertainment,Kane Entertainment,https://store.steampowered.com/app/2702970
38,100 KILLS CHALLENGE: ORIGINS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-04-08,False,1317,0.0,0.0,4.022615066811234,37,Hobbyist,Kane Entertainment,Kane Entertainment,https://store.steampowered.com/app/2784540
39,100 Korea Cats,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-12-15,False,1964424,0.0,147.0,0.3146586180117954,93,Indie,100 Cozy Games,100 Cozy Games,https://store.steampowered.com/app/2932930
40,100 March Cats,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-06,False,81519,0.0,2234.0,0.2929316043332507,98,Indie,100 Cozy Games,100 Cozy Games,https://store.steampowered.com/app/2845260
41,100 New Year Cats,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-12-05,False,60927,0.0,187.0,0.274137256266847,97,Indie,100 Cozy Games,100 Cozy Games,https://store.steampowered.com/app/3340750
42,100 Ninja Cats,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-02-12,False,383072,0.0,8677.0,0.2770076872824241,0,Indie,100 Cozy Games,100 Cozy Games,https://store.steampowered.com/app/2776810
43,100 Robo Cats,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-26,False,81485,0.0,1353.0,0.3857914795728132,90,Indie,100 Cozy Games,100 Cozy Games,https://store.steampowered.com/app/2803010
44,100 Rooms,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-09,False,30,0.99,13.0,0.0,0,Hobbyist,Gemini Games Studios,Gemini Games Stuidos,https://store.steampowered.com/app/2770250
45,100 Rounds,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-02-29,False,1,4.99,4.0,0.0,0,Hobbyist,swfranlou88,swfranlou88,https://store.steampowered.com/app/2560380
46,100 Space Cats,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-06-16,False,247296,0.0,449.0,0.2215862122128764,66,Indie,100 Cozy Games,100 Cozy Games,https://store.steampowered.com/app/2854290
47,100 Waiting Cats,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2024-10-06,False,23447,0.0,143.0,0.3107207600910223,96,Indie,100 Cozy Games,100 Cozy Games,https://store.steampowered.com/app/3037060
48,100 Wars,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-10-15,False,15,6.99,10.0,0.0,100,Hobbyist,文艺复兴雪,文艺复兴雪,https://store.steampowered.com/app/3164560
49,100 hidden Cats : Kitty House,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-26,False,216,0.99,162.0,0.2155555555555555,90,Hobbyist,"FM Simple Games Studio,Sons of Welder","FM Simple Games Studio,Sons of Welder",https://store.steampowered.com/app/3220090
50,100 hidden Cats : Kitty House 2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-29,False,209,0.99,170.0,0.2786704332367909,83,Hobbyist,"Sons of Welder,FM Simple Games Studio","FM Simple Games Studio,Sons of Welder",https://store.steampowered.com/app/3286360
51,100 hidden Cats : Pirates,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-11,False,173,0.99,138.0,0.1696428571428572,86,Hobbyist,Sons of Welder,Sons of Welder,https://store.steampowered.com/app/3154590
52,100 hidden Cthulhu fish,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-19,False,257,2.6,479.0,0.2828703703703703,97,Hobbyist,"FM Simple Games Studio,Sons of Welder","FM Simple Games Studio,Sons of Welder",https://store.steampowered.com/app/2998850
53,100 hidden Cthulhu fish 2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-16,False,161,1.5,173.0,0.1881944444444444,79,Hobbyist,"Sons of Welder,FM Simple Games Studio","Sons of Welder,FM Simple Games Studio",https://store.steampowered.com/app/3110750
54,100% Wedding Mission ~Love Love♥Christmas~,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-12-23,False,30,12.99,280.0,1.353599850266239,100,Hobbyist,AvoCavo,AvoCavo,https://store.steampowered.com/app/3287980
55,100% Wedding Mission!,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2024-08-28,False,313,0.0,0.0,29.3520198716935,75,Hobbyist,AvoCavo,AvoCavo,https://store.steampowered.com/app/2900420
56,1000 Cuts: Jomaku,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-08,False,6238,0.0,0.0,2.591400446761084,86,Hobbyist,Banjo Toad Studio,Banjo Toad Studio,https://store.steampowered.com/app/2842420
57,1000 Seconds,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2024-12-02,True,15,4.99,67.0,1.725509248113563,100,Hobbyist,Sunfish,Sunfish,https://store.steampowered.com/app/2948020
58,1000 Waves,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2024-11-21,False,1,5.99,5.0,0.0,0,Hobbyist,EXISTINITY,Levi Star Grimsley,https://store.steampowered.com/app/3312510
59,1000xRESIST,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-09,False,39801,19.99,614453.0,10.768796771675818,0,Indie,Fellow Traveller,sunset visitor 斜陽過客,https://store.steampowered.com/app/1675830
60,101 Cats Hidden,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-25,False,3004,0.99,1539.0,0.4858914925002544,85,Hobbyist,NaipSoft,NaipSoft,https://store.steampowered.com/app/2775180
61,101 Cats Hidden in Amsterdam,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-02,False,836,0.99,453.0,0.2741157949799674,93,Hobbyist,NaipSoft,NaipSoft,https://store.steampowered.com/app/3110520
62,101 Cats Hidden in Australia,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-19,False,521,0.99,275.0,0.1722222222222222,92,Hobbyist,NaipSoft,NaipSoft,https://store.steampowered.com/app/3242370
63,101 Cats Hidden in Berlin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-11,False,931,0.99,507.0,0.2637210619179806,90,Hobbyist,NaipSoft,NaipSoft,https://store.steampowered.com/app/3122950
64,101 Cats Hidden in Brazil,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-19,False,886,0.99,496.0,0.4661988130863477,90,Hobbyist,NaipSoft,NaipSoft,https://store.steampowered.com/app/3129760
65,101 Cats Hidden in Dubai,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-26,False,1077,0.99,575.0,0.6900796267824145,94,Hobbyist,NaipSoft,NaipSoft,https://store.steampowered.com/app/2834780
66,101 Cats Hidden in India,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-13,False,485,0.99,274.0,0.5441311391569407,87,Hobbyist,NaipSoft,NaipSoft,https://store.steampowered.com/app/3127270
67,101 Cats Hidden in Ireland,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-14,False,449,0.99,250.0,0.2428571428571428,93,Hobbyist,NaipSoft,NaipSoft,https://store.steampowered.com/app/3127440
68,101 Cats Hidden in Las Vegas,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-29,False,683,0.99,392.0,0.5446321913451798,91,Hobbyist,NaipSoft,NaipSoft,https://store.steampowered.com/app/3072060
69,101 Cats Hidden in Los Angeles,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-09-28,False,361,0.99,200.0,7.978706232244082,93,Hobbyist,NaipSoft,NaipSoft,https://store.steampowered.com/app/3213720
70,101 Cats Hidden in Mexico,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-15,False,528,0.99,291.0,0.4279145925562518,91,Hobbyist,NaipSoft,NaipSoft,https://store.steampowered.com/app/3129650
71,101 Cats Hidden in Shanghai,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-06,False,663,0.99,359.0,0.219047619047619,93,Hobbyist,NaipSoft,NaipSoft,https://store.steampowered.com/app/3118580
72,101 Cats Hidden in Tokyo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-21,False,442,0.99,289.0,0.4065288468465131,95,Hobbyist,NaipSoft,NaipSoft,https://store.steampowered.com/app/3298590
73,101 Cute Dogs: Find & Paint,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05,False,36,0.99,25.0,0.2791666666666667,50,Hobbyist,Cozy Pixel,Cozy Pixel,https://store.steampowered.com/app/3210730
74,101 Cute Playland Dogs: Find & Paint,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05,False,15,0.99,10.0,0.0,50,Hobbyist,Cozy Pixel,Cozy Pixel,https://store.steampowered.com/app/3242890
75,1080p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-05,False,274,2.99,648.0,2.4282140502031444,100,Hobbyist,RollCreators,RollCreators,https://store.steampowered.com/app/2839040
76,10:59,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-07-15,False,2766,5.99,12093.0,0.9639476687099552,71,Indie,Beshbarmak games,Beshbarmak games,https://store.steampowered.com/app/3064410
77,10run,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-04,False,1,0.99,0.0,0.0,100,Hobbyist,acdc1258@naver.com,acdc1258,https://store.steampowered.com/app/3282440
78,11F,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-04-19,False,4352,8.99,25006.0,2.0176509560529983,83,Indie,PUMPKIM,PUMPKIM,https://store.steampowered.com/app/1847120
79,12 Hours,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-09,False,15,4.99,67.0,1.9219557800870504,100,Hobbyist,Barley Entertainment,Barley Entertainment,https://store.steampowered.com/app/3218080
80,12 Hours Museum,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-06-24,False,178,2.99,276.0,4.358133563147854,100,Hobbyist,YTCRAFT,YTCRAFT,https://store.steampowered.com/app/3027850
81,12 Labours of Hercules XVI: Olympic Bugs,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-02-01,False,230,11.99,2051.0,78.0924999493503,100,Indie,Jetdogs Studios,"Zoom Out Games,Jetdogs Studios",https://store.steampowered.com/app/2700260
82,12 Labours of Hercules XVII: Feathered Fury,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-10-14,False,301,11.99,3239.0,12.121390565703916,75,Indie,Jetdogs Studios,"Zoom Out Games,Jetdogs Studios",https://store.steampowered.com/app/3163110
83,123 wooden figures,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2024-12-13,False,62,0.99,32.0,1.3110106950939582,100,Hobbyist,Southern Vermilion Bird,Southern Vermilion Bird,https://store.steampowered.com/app/3297440
84,13 Seconds,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-08,False,725,3.99,2034.0,0.7278498184625648,92,Hobbyist,Studio LEF,Studio LEF,https://store.steampowered.com/app/2761620
85,13F,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2024-06-20,False,4318,3.99,12687.0,2.130189571814536,96,Indie,PixelCat,PixelCat,https://store.steampowered.com/app/3031590
86,13层：公寓异常管理员 13 Floors: Anomalies,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-04-03,False,6412,0.99,5713.0,0.6628356090378107,67,Hobbyist,LU,LU,https://store.steampowered.com/app/2889370
87,14 Minesweeper Variants 2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-14,False,8510,6.99,47674.0,44.99970467002493,98,Indie,Artless Games,"Alith Games,Artless Games",https://store.steampowered.com/app/2631960
88,15in1 Solitaire,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-02-22,False,331,2.99,354.0,0.6,0,Hobbyist,Silesia Games,Inlogic Software,https://store.steampowered.com/app/2680390
89,15th Floor,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-04-05,False,802,3.99,2360.0,1.4047515571845537,89,Hobbyist,Zettanium,Zettanium,https://store.steampowered.com/app/2834370
90,16BitSurvivors,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-11-21,True,15,5.99,80.0,0.0,100,Hobbyist,JIN,JIN,https://store.steampowered.com/app/3210160
91,180 Seconds Survivors,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-01,False,1,1.25,1.0,0.0,0,Hobbyist,未眠Mimen,未眠Mimen,https://store.steampowered.com/app/3332800
92,18Hell:Lost,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-04-19,False,511,7.99,1779.0,2.171326587136234,86,Hobbyist,幻壁工作室 DWall-studio,幻壁工作室 DWall-studio,https://store.steampowered.com/app/2773230
93,1BIT CASTLE REMAKE,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024-06-18,False,132,3.99,416.0,1.848132668881144,96,Hobbyist,"kantal collective,Indie Kraken",kantal collective,https://store.steampowered.com/app/2641810
94,1St Pc Game In 1958,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2024-11-15,False,1,0.99,0.0,0.0,0,Hobbyist,LN,LN,https://store.steampowered.com/app/3321610
95,1X1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-10,False,494,0.0,0.0,1.580463836140012,86,Hobbyist,Marimori,Marimori,https://store.steampowered.com/app/3322770
96,2 Volt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-01-29,False,40,2.99,84.0,4.645254560463959,100,Indie,Quantized Bit,Quantized Bit,https://store.steampowered.com/app/2388880
97,2.5 DIMENSIONAL SEDUCTION: Angels on Stage!,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2024-10-31,False,3069,0.0,2015.0,18.75336714132456,62,Indie,Aiming Inc.,Team CARAVAN,https://store.steampowered.com/app/2932040
98,20 Small Mazes,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-16,False,444002,0.0,0.0,2.233832159468725,99,Hobbyist,FLEB,FLEB,https://store.steampowered.com/app/2570630
99,200 Hidden House Cats 🐈,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-08-26,False,741,1.99,547.0,0.4896634914414243,82,Hobbyist,626 Interactive,626 Interactive,https://store.steampowered.com/app/3096330
100,201 - The Bad Number,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-10,False,8,4.02,14.0,4.481349475545572,88,Hobbyist,Pavel Kopylov,Pavel Kopylov,https://store.steampowered.com/app/3294330
101,2024: Mosaic Retrospective,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12-30,False,2600,0.0,0.0,5.576672717392011,89,Indie,Divide The Plunder,Mark Ffrench,https://store.steampowered.com/app/3380760
102,2033 the order,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-07-19,False,36,3.99,28.0,8.625739469456732,50,Hobbyist,Error,Error,https://store.steampowered.com/app/3058100
103,21 Mayble Drive,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-30,False,21,0.99,169.0,0.492379264846393,29,Hobbyist,LookForwardGames,Furry Tails,https://store.steampowered.com/app/2938620
104,22 Minutes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-01,True,19,6.99,137.0,1.3500801336154862,100,Hobbyist,OblixStudio,OblixStudio,https://store.steampowered.com/app/2765180
105,24H Stories: Midnight Channel,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-05-05,False,1,5.99,5.0,0.0,0,Hobbyist,LikeGames,LikeGames,https://store.steampowered.com/app/2828230
106,24H Stories: The Cabin In The Forest,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-07-29,False,30,4.99,134.0,0.0,0,Hobbyist,LikeGames,LikeGames,https://store.steampowered.com/app/2917220
107,24H Stories: The Rule 7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-02-06,False,465,7.99,3250.0,3.834758309392863,81,Hobbyist,LikeGames,"呐呐呐制作组,龍之咲",https://store.steampowered.com/app/2703070
108,24点游戏,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-01-17,False,1,0.99,0.0,0.0,0,Hobbyist,XL Studio,XL Studio,https://store.steampowered.com/app/2753010
109,250ms,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-23,False,117,0.0,0.0,1.6348901181324496,100,Hobbyist,BMS games,BMS games,https://store.steampowered.com/app/3290210
110,256vs256,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2024-02-11,False,268,0.0,0.0,11.502475470011802,87,Hobbyist,Tetrahedron Studio,Tetrahedron Studio,https://store.steampowered.com/app/2704120
111,25920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-12-25,False,84,0.0,0.0,0.6176021384226426,100,Hobbyist,BmoneyDC,BmoneyDC,https://store.steampowered.com/app/3395920
